geo,NUTS_NAME,CNTR_CODE,year,dominant_class,dominant_koppen,pct_Dfb,pct_Dfc,pct_ET,pct_Cfb,pct_BSk,pct_EF,pct_BSh,pct_Csa,pct_Csb,pct_Dsb,pct_Cfa,pct_Dsc,pct_BWk,pct_Dfa,pct_Af,pct_Am,pct_Aw,pct_Cwa,pct_Cwb,pct_Dsa,pct_Cfc,pct_BWh,pct_Csc
AL01,Veri,AL,2014,14,Cfa,0.2025073468139256,0.05104246196710881,0.00445854840518756,0.033066335165926004,0.0075207710998511125,0.0039271187696394115,0.004564748879124,0.31938775094069716,0.0308702385738289,0.020918516890301393,0.37909892925061006,0.005191789720461837,0.0,0.010719469464770266,0.006237787971330023,0.0051831645435923175,0.0025885128903200957,,,0.005613439586853143,0.006679673607318994,0.009028394285956769,0.0
AL01,Veri,AL,2015,14,Cfa,0.2012115133688156,0.056139018620581474,0.007627749951516308,0.018998799191156275,0.0023084180898967875,0.0035960841678962466,0.008003410878394167,0.33625453193931953,0.03435283469696829,0.02764946661873983,0.3919366116891071,0.010636314429857675,0.0,0.00795190609851975,0.010155857515229695,0.0029059989246858616,0.008153786817433074,,,0.009403938652675164,0.012465706811961682,0.014049840704620734,0.004326960336751692
AL01,Veri,AL,2016,14,Cfa,0.19585673692243075,0.056895880327016014,0.011476126232334348,0.008305294303590147,0.003310334731802321,0.011200225467836458,0.011841487074887098,0.3493731165589681,0.031133742289531925,0.03133653535806585,0.4001963936859397,0.01620631717477705,0.0015560133925537328,0.009323257007303931,0.013203931794365294,0.00567476907652055,0.009177887021843375,,,0.011297573124129823,0.012951881776552737,0.01859494909915051,0.005949668784290186
AL01,Veri,AL,2017,14,Cfa,0.19079329233155748,0.05482678823369802,0.008496736390763978,0.0,0.0,0.0077421073804439305,0.015946404200304107,0.35188680820007057,0.03168776362617775,0.02852476715260278,0.41607561774723334,0.013706039079700525,0.0037598243813716445,0.008123423284307105,0.01196530197189982,0.0019783529507199464,0.008737502723325656,,,0.005055681873313161,0.011239960698725094,0.01713269715832951,0.007951383632901755
AL01,Veri,AL,2018,14,Cfa,0.18810646336513517,0.05124140419090572,0.008279326900911183,0.0,0.0,0.005050455533044071,0.0160217840772608,0.35784886652673586,0.032230311499754784,0.029663214735845274,0.4198496025176314,0.015565346927530952,0.00411584232992065,0.004230088768440475,0.0072255023438349796,0.0,0.004948729260536819,,,0.0032938924977345546,0.007768217322382467,0.01401612135826543,0.01057530630210353
AL01,Veri,AL,2019,14,Cfa,0.17707676658886948,0.04459204532557799,0.007383074115406162,0.0,0.0,0.0,0.010801541742264487,0.36205249333667777,0.029835040568538345,0.02864268115497351,0.4213906689801051,0.003924808498833417,0.0,0.0,0.004564836696627918,0.0,0.0030118151907741466,,,0.0,0.00016525223751128826,0.00765202440125054,0.007164685391883604
AL01,Veri,AL,2020,14,Cfa,0.1716718039320548,0.045885940758843176,0.0047485056455244794,0.0,0.0,0.0,0.004077942754603232,0.36322076869232767,0.025464712413634776,0.021615592511956137,0.42700864628747864,0.00047051133333923497,0.0,0.0,0.005829803971555353,0.0,0.0,,,0.0,0.0,0.0,0.006349825941768958
AL01,Veri,AL,2021,14,Cfa,0.16126860570692078,0.03807694546428081,0.0,0.0,0.0,0.0,0.0,0.3637802419832515,0.02064847547614569,0.01970468545679264,0.4259411495029546,0.0,0.0,0.0,0.004945326391939731,0.0,0.0,,,0.0,0.0,0.0,0.005558377609606765
AL01,Veri,AL,2022,14,Cfa,0.15533987042742364,0.033653236054738064,0.0,0.0,0.0,0.0,0.0,0.36640472215649944,0.01964337046485777,0.020812862099683204,0.4364244973887225,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0009013703767537969
AL01,Veri,AL,2023,14,Cfa,0.1454368677776433,0.02947330425367688,0.0,0.0,0.0,0.0,0.0,0.3779030457528851,0.020874391407640767,0.019022019167228125,0.45034941684256297,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0005198831279530306
AL01,Veri,AL,2024,14,Cfa,0.14362389448647792,0.028190673286272998,0.0,0.0,0.0,0.0,0.0,0.3896084911076495,0.028216112095827223,0.019910459192804784,0.45450015301922103,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0022155358892294585
AL01,Veri,AL,2025,14,Cfa,0.1412732520720748,0.03720013836553634,0.0,0.0,0.0,0.0,0.0028025187870585376,0.40482740717315613,0.026364313299229704,0.029650251945726736,0.46532374282762795,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0008205496408331637,0.0012186168801908634
AL02,Qender,AL,2000,8,Csa,0.1694558178428623,0.00594773133998589,0.0,0.1333965926333958,0.0,0.0,0.0,0.591136579458041,0.011613755477961975,0.00028007886918354985,0.0892239471524361,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2001,8,Csa,0.172889356814537,0.008960811935386812,0.009385276145316796,0.1290631904072516,0.006497354633060925,0.005456726178954971,0.0,0.6174167740831898,0.015244905248437527,0.00288855419614048,0.08348644028573828,0.0063457450921144895,0.000751963082264117,0.007170765161903553,0.004028360489707471,0.004911954748850194,0.003162983424154905,,,0.0026072375942182823,0.0,0.0012553392130346406,0.008362110428465444
AL02,Qender,AL,2002,8,Csa,0.17517727231127161,0.013704306319552582,0.011346131286044201,0.1280295358584668,0.011395932946879137,0.00774630726452124,0.0018705167917072753,0.642200760958575,0.018104639685435235,0.011932929399636695,0.0713815225452849,0.005148950894152703,0.006407647553479572,0.00779455151605867,0.008878249494281707,0.01261879199461406,0.007397664460933922,,,0.0001086728132322426,0.007728926949231538,0.0,0.008991334399440044
AL02,Qender,AL,2003,8,Csa,0.17959853193597725,0.011066004136622738,0.006943812919178433,0.11944657380785362,0.013386420859959735,0.008666597814350595,0.004236096325345625,0.6647594579562688,0.02184882326958089,0.020530497387396207,0.06891531419432839,0.011499374395494984,0.008517968989797394,0.003945886262451688,0.008534530269777112,0.015145308590160556,0.013610410441070035,,,0.0023779508534751415,0.013087809205007617,0.004550088749579575,0.011314502090205542
AL02,Qender,AL,2004,8,Csa,0.18428457948592453,0.012301338129576206,0.003899133094496956,0.11064501558694963,0.016566480407121956,0.013448154262356047,0.0,0.6856388197466097,0.018567244213329694,0.019047034325727057,0.06392102021361004,0.006737039324876565,0.011740337978641047,0.007757547421122657,0.00972682802850616,0.014951630947160763,0.01046659092629772,,,0.0069059732778925815,0.00857131380356787,0.0010804927293733418,0.010303392070961936
AL02,Qender,AL,2005,8,Csa,0.17859741561080256,0.013762306594798207,0.0027216896042146985,0.09904249429932016,0.015100017387682615,0.010584539786254118,0.0,0.7034313203606991,0.017308437051533825,0.01778899672650818,0.04740485896583972,0.006324124171997965,0.008867681706555545,0.004722701065413944,0.008771004393489903,0.007021801182254122,0.013904245206144234,,,0.005203037016460743,0.003424581576478835,0.0010793980802329415,0.007059124784929416
AL02,Qender,AL,2006,8,Csa,0.16361103754925638,0.009437262063291995,0.0037246311393378103,0.08745306764432736,0.0083784161196019,0.0,0.0,0.7190964568460589,0.011521124495354107,0.011473682073904408,0.03201824699648755,0.0017238404896183712,0.0037955132754328514,0.0015524880833491877,0.0071306445065827135,0.0,0.01277663945152252,,,0.0,0.0,0.0,0.007043658316321087
AL02,Qender,AL,2007,8,Csa,0.15059987688450954,0.0022776001127487,0.0,0.0710489893621978,7.879714850302175e-05,0.0,0.0,0.7396773163895239,0.005490603785880254,0.009075337641210145,0.013839702748342663,0.0,0.0,0.0,0.0,0.0,0.00548592749858255,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2008,8,Csa,0.1420213480458445,0.0,0.0,0.05913764136315249,0.002923934941076663,0.0,0.0,0.7553099070604921,0.0004518814625158096,0.0013033400508859925,0.0,0.0,0.0,0.0,0.0,0.0,0.001470306682923343,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2009,8,Csa,0.13961004328314425,0.0,0.0,0.046534888518550525,0.0,0.0,0.0,0.7726210197522209,0.001818867842849806,0.0031296791887026926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2010,8,Csa,0.13610494875470602,0.0,0.0,0.03410044016545911,0.0,0.0,0.0,0.7999752414817096,0.0036074622606697138,0.0014096758818219288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2011,8,Csa,0.13992255422453226,0.0,0.0,0.02175204537629196,0.0,0.0,0.0,0.8329140438801884,0.006246670653912881,0.007492429022623391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2012,8,Csa,0.13977545099141633,0.0016554906183101894,0.0,0.009816722215968104,0.0,0.004251770606702783,0.0,0.8631319746539119,0.005573958128508405,0.016152489786774096,0.0,0.0,0.0,0.003840668513276856,0.000618240629945338,0.0,0.0,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2013,8,Csa,0.13988855306705153,0.00021359514284455348,0.0,0.0,0.0005838514503786401,0.005530667495390482,0.0,0.8979734250711394,0.005720366371532682,0.023889821510907603,0.0,0.0,0.0,0.003697405925089782,0.0020367521980916253,0.0,0.0010095443095932185,,,0.0,0.005540262115392841,0.0,0.0
AL02,Qender,AL,2014,8,Csa,0.14057880100811568,0.010865944959150563,0.0,0.0,0.006990913470207793,0.0066855922486137205,0.0011627774329296334,0.9322389784064247,0.013415520627953455,0.030473962663217592,0.0,0.005782247110883494,0.005497926887952625,0.009454976746867067,0.005807933390711704,0.0015086016430468207,0.001447799980739458,,,0.0006805269920610105,0.014619011751176832,0.005323192436945529,0.0028952658570553505
AL02,Qender,AL,2015,8,Csa,0.14249578321764955,0.017048847401973155,0.007610533083150046,0.0,0.01416245518588529,0.011478756550481972,0.006434015845246949,0.9653418965146784,0.020830362468601576,0.042690942174360286,0.0,0.01082889922312372,0.0035283941839812424,0.0064120525071185,0.00520259384163438,0.005289287250444644,0.005845296941094066,,,0.0058469734572195835,0.015269124458518593,0.01126859924765204,0.010889953504254382
AL02,Qender,AL,2016,8,Csa,0.13991505436417873,0.019241358072820555,0.005145501084069047,0.0,0.020733550184178707,0.0138977794053584,0.010229781078455282,0.9969830739709608,0.023694768264805193,0.042857925942296204,0.0,0.010472595490455473,0.008835424149943642,0.004779437717467331,0.01069757652934817,0.006108558539041227,0.012214983668367149,,,0.00659991827022131,0.01137132364351243,0.008039914696308976,0.009120485009960998
AL02,Qender,AL,2017,8,Csa,0.13622255758805202,0.022132995625865633,0.01058467291976389,0.0,0.01945642294583992,0.011086260316286926,0.0046910130831839475,1.0,0.01814947557809136,0.04808620115337683,0.0,0.005774518748273125,0.011905232536935671,0.004189566839292006,0.008353823505970573,0.013536093938920322,0.006238623169266882,,,0.016560274062833287,0.009962303663720001,0.0006775314591126215,0.011796757831996503
AL02,Qender,AL,2018,8,Csa,0.12590541331050611,0.017426651636879745,0.0025411450297028555,0.0,0.014557615559504335,0.009751384619614958,0.005786491427693673,1.0,0.019332738769753263,0.045147203616723725,0.0,0.00684380452506938,0.008371181749149902,0.0036945992873298273,0.006393319778190825,0.01610117254479347,0.002079044034379778,,,0.011117387982597211,0.007726389423066131,0.0,0.010083002596305598
AL02,Qender,AL,2019,8,Csa,0.11622997818726705,0.0154962495551519,0.00018795960850320498,0.0,0.009871602261814999,0.005399097730510356,0.004882267814575911,1.0,0.009944154600579937,0.04589332406933666,0.0,0.003662426484347627,0.0066978451587894235,0.0,0.0013844491883811517,0.01019101627576537,0.0,,,0.011795921502812142,0.0,0.0,0.004812076262974187
AL02,Qender,AL,2020,8,Csa,0.10317350274354146,0.009352449531673041,0.0,0.0,0.0033417660667038975,8.868699192846269e-05,0.0,1.0,0.006451781574667428,0.04424471878415721,0.0,0.0,0.0,0.0,0.0,0.0043139931940732075,0.0,,,0.005533695890836002,0.0,0.0,0.0051538208770674845
AL02,Qender,AL,2021,8,Csa,0.09517816281390566,0.00548000603624376,0.0,0.0,0.0,0.0,0.0,1.0,0.009027596720886943,0.041272673224672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.001222260275299875,0.0,0.0,0.0
AL02,Qender,AL,2022,8,Csa,0.08122907550095225,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0028753876431664655,0.04184278707102296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2023,8,Csa,0.07509280283903014,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04788112415850636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2024,8,Csa,0.07562238131105403,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05295685236978104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL02,Qender,AL,2025,8,Csa,0.07580363153250785,0.004255700577772057,0.0,0.0,0.0,0.0,0.0,1.0,0.006635060328143375,0.06180145140144107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2000,8,Csa,0.10018937454099917,0.007924219959984994,0.0,0.04543555584574938,0.0,0.0,0.0,0.5603114923740056,0.22580611081399637,0.05249999258512833,0.006575354366547854,0.0012892175448736716,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2001,8,Csa,0.10458922842984732,0.011015738828042113,0.006248287815089564,0.04791293283495517,0.0036794902933489446,0.005649019647393147,0.004987152195644256,0.5735204131230739,0.22105333468722274,0.04820640273523872,0.009518508160245426,0.005013772362309006,0.011567139801829947,0.004858867501099578,0.0019805688542316345,0.005533253051269435,0.0,,,0.0032296226342340504,0.006771661375038453,0.005133683802487005,0.003721259549935339
AL03,Jug,AL,2002,8,Csa,0.11005670882122394,0.01904893156699727,0.011131573323571245,0.053478665801892436,0.015977288740257622,0.008780028080243887,0.007364272674890486,0.5907305008479171,0.21906566017585558,0.05143856538662941,0.020065175730019195,0.006349484255151196,0.020761349440002734,0.006155452040062631,0.007479133661829007,0.012112668450826473,0.005901310818712329,,,0.005386661362433065,0.010427485629350926,0.007669868666712751,0.004886055430685659
AL03,Jug,AL,2003,8,Csa,0.11059660491835961,0.024726994104568557,0.009674578744062298,0.05538117457971831,0.017397642954510087,0.014537865167913167,0.008460579749732237,0.5994678350814482,0.21537741928025356,0.049473040449542656,0.015633531417043666,0.007231666720883977,0.021460656147094748,0.010493526280591728,0.009477658691382658,0.012114486713748117,0.009985293505193945,,,0.01584244845190874,0.0164363895815995,0.009033262530885832,0.00706086116516143
AL03,Jug,AL,2004,8,Csa,0.11025441270052895,0.021915116344213215,0.013340808058557557,0.056166943811910335,0.015702448435530144,0.013922102074487262,0.007689601731643641,0.6088148499043596,0.20633730503937736,0.041481981978990466,0.01266844218253825,0.012899708749435447,0.013625308532721763,0.013105930607699169,0.015831004276719313,0.011068057620167257,0.004533125387357144,,,0.01573891714125937,0.013528601025068317,0.0010308949902325757,0.0022331921050942815
AL03,Jug,AL,2005,8,Csa,0.1178835850505941,0.012461049368791135,0.008126392716552482,0.05413393421854669,0.005382937297027773,0.0070429321497064,0.005452264683757766,0.6120576325748206,0.1941334473316002,0.03565633078366647,0.00872214589720072,0.007301769558204881,0.009337889754662888,0.011804981744615913,0.00784179944649126,0.006213437903779429,0.004445275067370398,,,0.012383369587225784,0.011481300603455036,0.0010501453265869985,0.003063671139734699
AL03,Jug,AL,2006,8,Csa,0.11912467965175774,0.007991217225826987,0.0002484791088423182,0.05593195463707595,0.002587133085171325,0.007071831387018083,0.002390191724385979,0.6159625746470168,0.18195839921181703,0.03247505285463418,0.007633685689068097,0.002508504972571448,0.0004203173543763407,0.006176330873556283,0.0,0.0025973826119702614,0.0050634913176658665,,,0.0024084135544108765,0.005334960288834699,0.0011500392737561803,0.00045881930466572544
AL03,Jug,AL,2007,8,Csa,0.1185260964539188,0.0011167780233835717,0.0,0.05278037232877444,0.0011690389577796757,0.0,0.0009689286635377425,0.6145726269203946,0.16282371840140472,0.022784955647603505,0.0028464008981042375,0.0011525692062702114,0.0008605262161593837,0.0,0.0,4.1827438166556347e-05,0.0011339461580038134,,,0.002174860487651235,0.0,0.0,0.0
AL03,Jug,AL,2008,8,Csa,0.12176787728151808,0.0,0.0,0.051413129099128214,0.0,0.0,0.0,0.6206287511568154,0.14584438454603119,0.012708130795621629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2009,8,Csa,0.11805450416619609,0.0009840182022073161,0.0,0.054047374018759545,0.0,0.0,0.0,0.6281396354245405,0.1346245705632312,0.005264633728769499,0.0025371039859438064,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2010,8,Csa,0.12122205477556613,0.0,0.0,0.05668167302896439,0.0,0.0,0.0,0.6358263430706768,0.11939243081161674,0.0020784451274840836,0.008837101837523361,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2011,8,Csa,0.12937840963744932,0.003518961757920397,0.0,0.06464750314587685,0.0,0.0,0.0,0.6485979417864052,0.11173414346723605,0.0,0.010990399560845136,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2012,8,Csa,0.13698459461406443,0.008239093564911943,0.0012510091556055718,0.06964562300658529,0.0,0.0,0.0,0.661243034186371,0.1027291500487191,0.0030084254255216963,0.013813305972402747,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0010432391658815104,0.0,0.0,0.0
AL03,Jug,AL,2013,8,Csa,0.14657491509446574,0.009353507377048946,0.0012306252565938238,0.07480284639559696,0.00024640099775938333,0.0,0.0008469360489535665,0.6736758574817413,0.09963874787261288,0.0,0.019100959332816036,0.0,0.0009955817492419234,0.0,0.0,0.004562418803480666,0.0011645462548988412,,,0.0012242392407495442,0.0019289533661470534,0.0,0.0009769332684435384
AL03,Jug,AL,2014,8,Csa,0.15665511209760635,0.017502770374948223,0.008175363352757672,0.07875571983118082,0.004012452857052139,0.0,0.0015724462359886626,0.6916277638792792,0.0967651796892351,0.0053367029624892875,0.02037746074639979,0.0,0.0024837996003708677,0.0,0.0029447721335982267,0.004264697483817371,0.0,,,0.004059067199156848,0.0,0.007294082693563451,0.006443078978620943
AL03,Jug,AL,2015,8,Csa,0.16274873662424455,0.019436577524343975,0.010782632723000608,0.0875045281230157,0.013054870273277515,0.0,0.0068777995146120765,0.7002043649778823,0.08032079318887315,0.0,0.018727438740651314,0.0021845448966535926,0.009042224904132479,0.005852554081801684,0.011039533516951014,0.009546706757675457,0.0030109165682349883,,,0.01049196421284449,0.004855860787716285,0.007534611873604315,0.00921435909619285
AL03,Jug,AL,2016,8,Csa,0.1629242010585136,0.021213254655061856,0.01595461556894271,0.0837170006476903,0.012483881531154876,0.0,0.010329542567580454,0.7173556367796001,0.07683975039426179,0.0,0.023072769296557008,0.0038776348697838357,0.011981700500279465,0.008909712039096424,0.010710568842208832,0.006716942144579088,0.004991739853968152,,,0.015086962164687856,0.0054254459178607805,0.005967121400375496,0.006140700982310555
AL03,Jug,AL,2017,8,Csa,0.16343654176398592,0.023807865464580632,0.016614373556607078,0.08439675798517304,0.013011922204273699,0.004483621473542566,0.010451851839972794,0.7344960500042689,0.05952528090959804,0.0,0.020638397341652178,0.006074276394717796,0.008091137823642333,0.003977737616589451,0.010249251260071111,0.007810908176709725,0.008418436539001697,,,0.012685330564640036,0.004520697762454664,0.007486740610812281,0.008857719271314388
AL03,Jug,AL,2018,8,Csa,0.15998549171024323,0.023200035513722475,0.011881042925243362,0.08352452175639037,0.009155051562381708,0.005251669825327578,0.0031747175329409584,0.7452698912897301,0.04337150590116471,0.0,0.01796874779714562,0.0,0.010344640528374343,0.0027807707577888687,0.007783801748189816,0.006560959292173173,0.005894950553843163,,,0.009487061607096826,0.0027272832889615067,0.008092795729818759,0.005176774294943674
AL03,Jug,AL,2019,8,Csa,0.16498945834775186,0.021099789092049296,0.005005028522347774,0.0794809056837819,0.0050439004865205726,0.002270302447676051,0.00279056850700923,0.751283850613788,0.027418905556705835,0.0,0.020208152704203605,0.0,0.001643255989690954,0.0017178208426276483,0.003775909907842658,0.0,0.004358714339983362,,,0.0038828700542421005,0.000754888144975019,0.0031144641577361696,0.005110812318770074
AL03,Jug,AL,2020,8,Csa,0.16390736288305785,0.01978071053878228,0.0,0.07749732688677302,0.0,0.0,0.0,0.7602561987619226,0.014993889872599534,0.0,0.01555917340006657,0.0,0.0,0.0,0.0007332471823488554,0.0,0.0012103917210107298,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2021,8,Csa,0.16301021658765005,0.01119518861367754,0.0,0.07731848815465717,0.0,0.0,0.0,0.765506476074545,0.0,0.0,0.009358604538758709,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2022,8,Csa,0.17157164098710775,0.007231304555275223,0.0,0.07400189883177813,0.0,0.0,0.0,0.7712201602276848,0.0,0.0,0.008099245463159755,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2023,8,Csa,0.17097605790206946,0.000838552305021739,0.0,0.08170115329995907,0.0,0.0,0.0,0.7883016834171921,0.0,0.0,0.009629244544568637,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2024,8,Csa,0.1750558625296575,0.005704405870267831,0.0,0.07683722658332906,0.0,0.0,0.0,0.8046648378210917,0.0,0.0,0.01542557668830191,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
AL03,Jug,AL,2025,8,Csa,0.18550675046171763,0.0041624229121241425,0.0,0.08396332287382621,0.0,0.0007466659082065981,0.007288615520985896,0.8232321680200223,0.0,0.0,0.01595608582558327,0.0,0.0,0.00042474475398510386,0.0,0.0,0.002373766981948566,,,0.0016054994170573217,0.0,0.0,0.0
AT11,Burgenland,AT,2000,26,Dfb,0.49921833469290283,0.0,0.0,0.2968023223806992,0.0,0.0,0.0,0.0,0.0,0.0,0.2012972551549556,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
