geo,NUTS_NAME,CNTR_CODE,year,dominant_class,dominant_koppen,pct_Dfb,pct_Dfc,pct_ET,pct_Cfb,pct_BSk,pct_EF,pct_BSh,pct_Csa,pct_Csb,pct_Dsb,pct_Cfa,pct_Dsc,pct_BWk,pct_Dfa,pct_Af,pct_Am,pct_Aw,pct_Cwa,pct_Cwb,pct_Dsa,pct_Cfc,pct_BWh,pct_Csc
DE80,Mecklenburg-Vorpommern,DE,2005,15,Cfb,0.0,0.005185652150986537,0.010940755473973473,1.0,0.007620420760523205,0.006171438405741355,0.0026601583531056542,0.0023989524870705005,0.006420871123533783,0.00989258080557879,0.006330383158846854,0.004590420968327838,0.010731986542270266,0.00970024210782506,0.006211067306572,0.0007883689648172862,0.010221767948397182,,,0.008082346458653317,0.006732746604073571,0.0006461427913562667,0.008856784027280667
DE80,Mecklenburg-Vorpommern,DE,2006,15,Cfb,0.0,0.004040571765172609,0.006734086536950409,1.0,0.0,0.00433450828507741,0.0,0.0,0.0039709591331974405,0.003352084834984034,0.006235558030908239,0.003418171059100289,0.004425264763795205,0.007784163885952474,0.003598629540954421,0.0,0.0036663394212413207,,,0.0005924452950298545,0.001449574897213336,0.0,0.005414392057218305
DE80,Mecklenburg-Vorpommern,DE,2007,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018096043703921946,0.0,0.0,0.0026388086260473375,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2008,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2009,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2010,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2011,15,Cfb,0.0,0.0003268928455287916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2012,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043319829215965854,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2013,15,Cfb,0.0,0.001070810548159739,0.0011392503520639835,1.0,0.0,0.0,0.0,0.0,0.0,0.000643075899562361,0.002718089582706848,0.0014967424716052884,0.0,0.0015029823588412036,0.0005990757684826854,0.0,0.0026270620652753176,,,0.0,0.0,0.0022231592344550354,0.0
DE80,Mecklenburg-Vorpommern,DE,2014,15,Cfb,0.0,0.00478086521027845,0.009821524428008238,1.0,0.0046329904147249445,0.004021470801035149,0.0,0.0012745667385264964,0.006920913011868217,0.007618065697099875,0.005651251631284718,0.0011655809853131985,0.006136629551155634,0.004972404293554265,0.00423935858563821,0.0028574312689164396,0.00640051495619641,,,0.0,0.005907081884778124,0.0051546072816158195,0.007111304798504551
DE80,Mecklenburg-Vorpommern,DE,2015,15,Cfb,0.0,0.012405657394051209,0.012297718095146935,1.0,0.01021020776445793,0.010185626240959355,0.003276870347059691,0.0072696862200742045,0.011433343416839886,0.00907082012981508,0.013379386230093744,0.004458597762502873,0.00877578693069191,0.006166580506913672,0.009768424876722534,0.009818893737990365,0.008828743161567301,,,0.003939234588367596,0.013168494875691009,0.01014532001434286,0.004636128379193563
DE80,Mecklenburg-Vorpommern,DE,2016,15,Cfb,0.0,0.009410672470297365,0.01393302856365285,1.0,0.011123032726916247,0.012355045639848235,0.004132639698450858,0.010423062339835244,0.011020323187385607,0.01392527090848078,0.0111513704733474,0.006917360475156514,0.008743572894871559,0.010795825987404625,0.009320334216663236,0.008569925350095216,0.009976306504600524,,,0.003433669163825639,0.013609995265808209,0.012772802631400768,0.008921038968178668
DE80,Mecklenburg-Vorpommern,DE,2017,15,Cfb,0.0,0.011570580484137536,0.012108813798585603,1.0,0.011193913713620048,0.014606780959787288,0.005108012626225605,0.011267748818952069,0.011735707862236645,0.01540109501805006,0.011267540728028626,0.005562688527074833,0.00948312588263771,0.009544753876943573,0.006069755421291408,0.009562123744132288,0.01122190401223199,,,0.006177889937605531,0.01101986341407012,0.005628775226927609,0.008707243913931182
DE80,Mecklenburg-Vorpommern,DE,2018,15,Cfb,0.0,0.004688057075754097,0.012515758592500904,1.0,0.007546698343372135,0.008625650482151859,0.0016929297199922396,0.009699825237379753,0.0066637751365916775,0.011452963168829346,0.0073798514531505125,0.003967830812684477,0.004986557381513592,0.007739719363013378,0.003648390011274949,0.0108101499549921,0.007109005039178086,,,0.0031213818662581836,0.007762100005366425,0.0,0.0022080834432634455
DE80,Mecklenburg-Vorpommern,DE,2019,15,Cfb,0.0,0.005092553235007487,0.004537958974812927,1.0,0.002572889656418005,0.0067647951248103865,0.0,0.004345329163893292,0.0029067700550713745,0.005985400886819269,0.0,0.0013778642482748743,0.003350369307482147,0.004353663422318377,0.0,0.008170631092412199,0.004299538600057214,,,0.0,0.0007502027503138828,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2020,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002949865454934544,0.0012915281864102992,0.0,0.0,0.0020563833539914097,0.0,0.005942034736262649,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2021,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00039488528044563567,0.0,0.0,0.0,0.0,0.0,0.0008696976762189168,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2022,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2023,15,Cfb,0.0,0.0,0.0,1.0,0.0001896228254938924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002944140559480793,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2024,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00429382469107583,0.0,,,0.0,0.0,0.0,0.0
DE80,Mecklenburg-Vorpommern,DE,2025,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004665846446618014,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2000,15,Cfb,0.0867850169683867,0.00451260533421542,0.0,0.910290176866455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2001,15,Cfb,0.05633484723446602,0.005322771156790137,0.005937706562299971,0.95116871496603,0.002325105193568466,0.003557275568909519,0.004620310436886726,0.01026712651380706,0.008885582587079057,0.004805991906965806,0.008393961654414028,0.008861649352583241,0.0032845352438648262,0.004393012136549894,0.0028920919772329433,0.007810592743966616,0.006429586930317757,,,0.00951937765983902,0.0079969269342887,0.002024624117209856,0.0077233828260884355
DE91,Braunschweig,DE,2002,15,Cfb,0.023329891805596113,0.013086791149948259,0.010277505734582786,0.9917522768849271,0.0033914794538987252,0.00665813838144067,0.007209197417059763,0.008452301741965672,0.006187663545423357,0.0065721242846799345,0.01574388805283664,0.00631729511222913,0.005713269582579259,0.010628063435205556,0.010569498596327661,0.006099515407981124,0.013675165079059439,,,0.01226357791726092,0.011462532865434024,0.009445565202957891,0.011494787175303542
DE91,Braunschweig,DE,2003,15,Cfb,0.0,0.01049165757217671,0.01679737387366666,1.0,0.007237242234431693,0.009279383251846095,0.00841956922406998,0.010286130771725289,0.006133610341003876,0.0022800068303065243,0.019248997527229604,0.004982780180889768,0.008685187665541133,0.004942093276750066,0.012344252725952933,0.012071022203328181,0.00931102469240859,,,0.010166372290577201,0.013424050602477467,0.008349118201871916,0.010622125783057497
DE91,Braunschweig,DE,2004,15,Cfb,0.0,0.01178880185620329,0.012975502802901136,1.0,0.009118774358499764,0.009980730789799615,0.012209475053036963,0.006858593426444625,0.00479420862373362,0.004069940158200151,0.01873047499601173,0.006720113093274246,0.008943276100987607,0.009342820387832006,0.013154339032217303,0.009818278240369467,0.007826646014836344,,,0.007569221968371098,0.014043719853413697,0.008485998343013185,0.012811167099901592
DE91,Braunschweig,DE,2005,15,Cfb,0.0,0.01055226545872839,0.009987198851085493,1.0,0.004610248147255132,0.008793184942634605,0.0085136754425775,0.008560643479053172,0.0064003402509181665,0.006317789884617856,0.007337618642442136,0.008344995938096435,0.006075893314471414,0.006338833258828277,0.014007201150530418,0.002062817913373368,0.004488392613665439,,,0.006438875696024883,0.008224287071170601,0.004982911600729448,0.013028787775779399
DE91,Braunschweig,DE,2006,15,Cfb,0.0,0.007849820763316745,0.0,1.0,0.003986176216962195,0.0,0.00753461802752369,0.004460715915622825,0.001528422097606224,0.0,0.0,0.005184194274766489,0.0016104478787475256,0.00406473133424955,0.0025750290176143236,0.0,0.0,,,0.0058811077803974585,0.0040319565762271985,0.0033892823383866637,0.008926196421763765
DE91,Braunschweig,DE,2007,15,Cfb,0.0,0.0020985288339678927,0.0,1.0,0.0021542537427323583,0.0,0.0003289635773654773,0.0,0.0,0.0,0.0,0.0,0.0,0.00022005407333811327,0.0,0.0,0.0,,,0.0,0.0,0.0,0.004499231754792788
DE91,Braunschweig,DE,2008,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2009,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2010,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2011,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2012,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.001093739053043376
DE91,Braunschweig,DE,2013,15,Cfb,0.0,0.0036147046768207746,5.167428231021686e-05,1.0,0.0013139922643778004,0.0,0.0,0.00748201221767246,0.0027109328832244984,0.001484018987881627,0.0,0.0,0.0016670395275797801,0.0027114101735937375,0.005942603023692092,0.0,0.0,,,0.0,0.0,0.0007594524497681619,0.005552489926913196
DE91,Braunschweig,DE,2014,15,Cfb,0.0,0.012291066178227896,0.005419513881154434,1.0,0.006500075892813474,0.0006934338460014887,0.0034497256805462377,0.005740999568620821,0.0,0.008458828866361505,0.0028284745156821047,0.0005145712033942738,0.002917016960078863,0.008515957990441162,0.010551557621109158,0.007743184890371929,0.0027663334061334833,,,0.0005538031623437689,0.0,0.006689677768811164,0.008897983612618968
DE91,Braunschweig,DE,2015,15,Cfb,0.0,0.018639842242611986,0.00789128214757765,1.0,0.009709682768995009,0.0046991413977131085,0.009110761845541424,0.011546533098806664,0.004635236143200236,0.010291578801676518,0.005460471796553548,0.011333615980916577,0.008264790745248073,0.010258903809230044,0.010307676649180812,0.006436774872655179,0.0034989466498242987,,,0.0024026699493659223,0.006829991118472544,0.0073941359042410705,0.013528185744238292
DE91,Braunschweig,DE,2016,15,Cfb,0.0,0.01711165130022603,0.010335974254683678,1.0,0.012672815370114268,0.003940931608309301,0.008846049470084355,0.013010657530982296,0.009074963093586073,0.014673308252766,0.00960007838812132,0.010677903895114254,0.009355085948602128,0.004959627201572,0.007213893075102634,0.010872567458531308,0.006207387465398919,,,0.004345309777507382,0.009220927176038911,0.008875523795152109,0.012611002243620693
DE91,Braunschweig,DE,2017,15,Cfb,0.0,0.014333715249919818,0.00657126339073136,1.0,0.015707264410403855,0.002831760281375972,0.004133058692515812,0.009198575404876095,0.006274101597770692,0.01116547947873166,0.007540841665405391,0.00876274379244228,0.008417996397900881,0.004914797802645661,0.006043067917834638,0.010996653834718836,0.008573299707466684,,,0.003473576779637286,0.004533809472712914,0.008262785886215342,0.014026466644677466
DE91,Braunschweig,DE,2018,15,Cfb,0.0,0.006841184811254129,0.006026724166259218,1.0,0.01111752600465532,0.007325603286463973,0.003342729302717183,0.009897114458873174,0.010848380303174941,0.005062112624743424,0.006594300865011556,0.005720173739249071,0.007997138335803386,0.0017577439708559208,0.0030755479859047846,0.008542425977031403,0.00926420058022291,,,0.0036891602489399176,0.00012831390905294286,0.009197005985661668,0.008198844535528308
DE91,Braunschweig,DE,2019,15,Cfb,0.0,0.0009807878483439917,0.0,1.0,0.007395090213524106,0.0005308843239984352,0.0,0.002690824509102884,0.009223274705048632,0.0031005367149816742,0.008995871778125629,0.0,0.001118855220045221,0.0032406824559477712,0.0,0.0036203705547554798,0.008134689754920899,,,0.0,0.0,0.008295424109750668,0.007188432058950516
DE91,Braunschweig,DE,2020,15,Cfb,0.0,0.0007078288204843699,0.0,1.0,0.004069298854645796,0.0,0.0,0.0,0.0,0.0,0.0024459691508050235,0.0,0.0,0.0,0.0,0.0031132743935900404,0.005049342761602044,,,0.0,0.0,0.00554883408607241,0.0038596934269816917
DE91,Braunschweig,DE,2021,15,Cfb,0.0,0.0012463368494670538,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2022,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2023,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2024,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE91,Braunschweig,DE,2025,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0001926468744670581,0.0,0.0,0.0,0.0011168631674360217,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2000,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2001,15,Cfb,0.0,0.004827852519224803,0.002236108478717211,1.0,0.0069638712780776026,0.0018412369625716942,0.00421512296212968,0.008267241716958001,0.0,0.005037693732383544,0.006767886085853787,0.00313061791472912,0.006979888373044052,0.00557046645389078,0.006829024454441822,0.0024667046555439257,0.002853803146165657,,,0.0029092260557508865,0.0071244821433017035,0.007226971707491429,0.0015617503191703232
DE92,Hannover,DE,2002,15,Cfb,0.0,0.007737698402296971,0.004938987943817507,1.0,0.012349249161998229,0.0019337668062266913,0.008059276576806931,0.011907606002558836,0.0029400199046669085,0.007168985210777898,0.01132397083175787,0.007897383032479598,0.008974414382410555,0.013888584412521918,0.008680180490013902,0.003836915554153347,0.009665224268645271,,,0.008891313677917397,0.010572928518979296,0.006360255608782015,0.011930913096518548
DE92,Hannover,DE,2003,15,Cfb,0.0,0.007328980860504012,0.0025750549651795294,1.0,0.009774545113859542,0.0022627760549468225,0.009010109054385282,0.011592284415756986,0.0024424595115060573,0.012748772658217186,0.012097715102371528,0.013542278947329553,0.012941865089920047,0.014973756288605805,0.013962179528203979,0.010999592894740595,0.010999258931801295,,,0.009453460117715458,0.014878199285164238,0.005198670614089101,0.014702429338961143
DE92,Hannover,DE,2004,15,Cfb,0.0,0.00961827654698375,0.0021780633698854574,1.0,0.007650342228638845,0.008553654713935351,0.0045912108064781534,0.0159080260400569,0.004829052189548413,0.011953618345210285,0.011261710935276125,0.009150776256608218,0.006692981320088864,0.014226517696703071,0.013548698948613944,0.012960708896756276,0.01211090041943062,,,0.009400499699188065,0.017154639326132495,0.010671290154399691,0.011827552016405521
DE92,Hannover,DE,2005,15,Cfb,0.0,0.006497192734231447,0.0,1.0,0.007244203555473111,0.005447105118954711,0.0013728649789897301,0.009722448694478419,0.0005971984664020248,0.006737867263969645,0.009470227555079778,0.010408416092388802,0.0019041565230942048,0.003988781289120941,0.014095595395180847,0.0073653954567429614,0.006755909464331754,,,0.00969508756065543,0.01325634493475131,0.0065561125049287215,0.004915836534960586
DE92,Hannover,DE,2006,15,Cfb,0.0,0.0005612192658841506,0.0,1.0,0.0,0.0,0.0,0.0034945603801961257,0.0,0.0019125667579077614,0.00798890182873125,0.008304198405074775,0.0,0.0,0.0042056533323919145,0.002098925728984055,0.0,,,0.004075336694100677,0.007448666814278674,0.0040155519177262,0.002320853209224736
DE92,Hannover,DE,2007,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0006835183669957005,0.0,0.0,0.0020426556929957086,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.00046699375318678656,0.0030256125714073472,0.0
DE92,Hannover,DE,2008,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2009,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2010,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2011,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2012,15,Cfb,0.0,0.0016904367040538734,0.0,1.0,0.0,0.0,0.0019270457941584522,0.0013492170224864153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001861095445175728,0.0,,,0.0,0.0026050311046548463,0.0,0.0
DE92,Hannover,DE,2013,15,Cfb,0.0,0.0024726296143500388,0.004624772156013577,1.0,0.0,0.0,0.000820373405552948,0.004829222867040788,0.003358639547357299,0.0,0.0,0.002186166256982371,0.0,0.0,0.0,0.009276138397867685,0.0,,,0.0021738228045166987,0.002917689085053521,0.0010067094880592048,0.0
DE92,Hannover,DE,2014,15,Cfb,0.0,0.007646888466995518,0.009611761781211611,1.0,0.0,0.005897169197640219,0.007219510165688278,0.011416307415279468,0.0075561707177790646,0.0,0.0011456847125852817,0.00408780570831398,0.0008210737246731681,0.0,0.0023994918978606852,0.007635750658706004,0.0,,,0.006554006008963653,0.011622576454725309,0.005403299681384605,0.005961760381803061
DE92,Hannover,DE,2015,15,Cfb,0.0,0.006634439439758407,0.006111088495925361,1.0,0.0,0.003546190073393015,0.010509961698877978,0.01949123842872196,0.008653228775263345,0.003741790080991905,0.006675215824858645,0.002158864299508901,0.005805537260112617,0.005426040228207708,0.007800946500064452,0.005867566698860573,0.0035393088875455506,,,0.005637819054863989,0.017470377538913954,0.006415088871558885,0.014371046985460904
DE92,Hannover,DE,2016,15,Cfb,0.0,0.003888548625462067,0.014617318968115913,1.0,0.007726479049790609,0.005042662432397635,0.009732838901847063,0.01677600204704679,0.010230870484901972,0.008132803204160004,0.00881879537312087,0.005111396501250743,0.010599255865896733,0.008308306356575148,0.012000644850495004,0.006578258776880331,0.004743842265984087,,,0.01420030029015414,0.016141081788490618,0.008451904601321494,0.013109768345065408
DE92,Hannover,DE,2017,15,Cfb,0.0,0.007214323806930873,0.01357544303084589,1.0,0.010804392234083695,0.004794735186936039,0.013776534790855915,0.01671383059242955,0.010566281097331551,0.004531648199540565,0.009692124076627777,0.0038731366088364926,0.007360152014029445,0.007580490839800249,0.014950822242886588,0.0030779240515347722,0.0036736235965163302,,,0.015077757600772602,0.014999889188349984,0.009542332581389205,0.009084267707645349
DE92,Hannover,DE,2018,15,Cfb,0.0,0.004949785900883735,0.007555479882751245,1.0,0.007863467218287474,0.00494747051487874,0.010523428012876044,0.013638538137220144,0.010573031220234768,0.00013778551313347112,0.008397514863370833,0.004532545364910376,0.010334181964976777,0.002828989469067857,0.013243660747248621,0.0052169099981687235,0.0,,,0.008668140756365765,0.009181796063946925,0.007456652265386707,0.004009403962916058
DE92,Hannover,DE,2019,15,Cfb,0.0,0.000587705738622343,0.0014794432561006953,1.0,0.0,0.003366140149845309,0.0047635822938485416,0.0033860798760438015,0.008090598666776708,0.0,0.0021266165739813768,0.0057944088887034745,0.00474371063806704,0.0012035043599876623,0.00531731625411949,0.0038594460652143906,0.0,,,0.0015530734802710348,0.005349486957032823,0.008276077136375891,0.006020602386895382
DE92,Hannover,DE,2020,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.00013398495301695634,0.0,0.0004802444012428765,0.0,0.0,0.00021356590373012435,0.0,0.0,0.0,0.00032760605926919093,0.0,,,0.0009659840531726234,0.0,0.0027840685664877085,0.0
DE92,Hannover,DE,2021,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2022,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2023,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0005941460335857247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2024,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.005288588646572381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE92,Hannover,DE,2025,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.008317703295916065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE93,Lüneburg,DE,2000,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE93,Lüneburg,DE,2001,15,Cfb,0.0,0.0,0.003803132261853724,1.0,0.003822117712883635,0.0051487118193985415,0.006772106504115079,0.0021443714607981795,0.0014175621061086156,0.0002745662556991532,0.006894938455146778,0.010923095280063813,0.0048834392140036514,0.005776516714046756,0.0046742056716738796,0.0017022506325152938,0.005242573068477626,,,0.008062914109893926,0.005232162800616361,0.0,0.008956147948009925
DE93,Lüneburg,DE,2002,15,Cfb,0.0,0.005854683588303516,0.007988282260540809,1.0,0.0031421170302758207,0.008818163357988629,0.007992948261193327,0.003797857257555751,0.00636081821392895,0.007208951974835509,0.009136396799035133,0.016943752372744217,0.008918387324494301,0.007908944938564887,0.006694811855007163,0.007546513791472026,0.008005019107949683,,,0.01366007660536679,0.010092792838550973,0.002036176779775663,0.010694322711570645
DE93,Lüneburg,DE,2003,15,Cfb,0.0,0.013571170364036218,0.009048768740612776,1.0,0.002272246070827452,0.015649309936383075,0.011257621594615283,0.006397851616878726,0.009331704552245088,0.015903598487218902,0.010428692129410234,0.01626905617139552,0.011423503312467892,0.009037189496621753,0.006738301550570899,0.009331392700000794,0.008260278540477785,,,0.013876646124105899,0.00722576570609936,0.010908556671542361,0.009787140059779304
DE93,Lüneburg,DE,2004,15,Cfb,0.0,0.01024914585812135,0.012102260069707934,1.0,0.0018730232514942114,0.015371123575053615,0.010605685133977605,0.005381010190435029,0.009547282820738733,0.010288863070550484,0.006522159508983449,0.00871084043146423,0.008526935055861575,0.014946873249291153,0.01140329129681265,0.004466227420103313,0.006017697607266358,,,0.007964418789113517,0.01379648729367437,0.012928439919904163,0.010088242936569344
DE93,Lüneburg,DE,2005,15,Cfb,0.0,0.004351907425256812,0.009044375533120232,1.0,0.002011028549851919,0.006106052315851474,0.004721325131534869,0.008285154174429002,0.006885180056225818,0.009179704848047152,0.004228243801533639,0.006669321045554637,0.006197125547442161,0.009199160845036148,0.009397789644921304,0.0017650303153347643,0.007123295747836151,,,0.002551453645393,0.010292524926747303,0.014247289138341425,0.005090861221989211
DE93,Lüneburg,DE,2006,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.004038594673816101,0.0,0.001616557040236961,0.001030008469708067,0.009817445214146885,0.00020477058972676954,0.0,0.004354488297085041,0.006859827158161353,0.003813582059130311,0.0007056601749046208,0.0013561509735479525,,,0.0,0.010864453497912572,0.006014770601411459,0.0017359035758949919
DE93,Lüneburg,DE,2007,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0021542278799456527,0.0,0.0,0.0,0.006481862085242341,0.002774404647345987,0.0,0.0009066696364194485,,,0.003122895625029116,0.003850743976617858,0.0017122590757127371,0.0
DE93,Lüneburg,DE,2008,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007017708816021006,0.0013190048876936733,0.0,0.0,,,0.0,0.0,0.0,0.0
DE93,Lüneburg,DE,2009,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010061102653954167,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE93,Lüneburg,DE,2010,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE93,Lüneburg,DE,2011,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
DE93,Lüneburg,DE,2012,15,Cfb,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023032881503725223,0.0005556333440675113,0.0,,,0.0,0.0,0.0,0.002927681056191198
DE93,Lüneburg,DE,2013,15,Cfb,0.0,0.0,0.005519211041328137,1.0,0.0,0.0,0.002880980570528805,0.00261231581492608,0.005348845209719359,0.0,0.0,0.003111197864321003,0.0005703780951499025,0.0008979414937588421,0.004299508839479844,0.0,0.0,,,0.0,0.0035489087640334107,0.0011519137691087336,0.00392102961951657
